lon,lat,city,doy,mm,dd,name,value
-95.4990369,41.0227224,hastings,202,7,21,t_lt,77.37756097560975
-95.4990369,41.0227224,hastings,202,7,21,t_22,79.47
-95.4990369,41.0227224,hastings,203,7,22,t_lt,77.64780487804877
-95.4990369,41.0227224,hastings,203,7,22,t_22,82.67
-95.4990369,41.0227224,hastings,204,7,23,t_lt,77.43341463414635
-95.4990369,41.0227224,hastings,204,7,23,t_22,87.04
-95.4990369,41.0227224,hastings,205,7,24,t_lt,77.49
-95.4990369,41.0227224,hastings,205,7,24,t_22,78.89
-95.4990369,41.0227224,hastings,206,7,25,t_lt,77.60609756097561
-95.4990369,41.0227224,hastings,206,7,25,t_22,70.86
-95.4990369,41.0227224,hastings,207,7,26,t_lt,77.35268292682927
-95.4990369,41.0227224,hastings,207,7,26,t_22,71.82
-95.4990369,41.0227224,hastings,208,7,27,t_lt,77.16853658536586
-95.4990369,41.0227224,hastings,208,7,27,t_22,77.54
-95.4990369,41.0227224,hastings,209,7,28,t_lt,76.69317073170731
